BGC_NAME	TAXA_NAME	ACC_ID	PERC_IDENT	COVERAGE	ORGANISM	PHYLUM	Manual_PHYLUM	Manual_ORGANISM
O2.UC18.2__NODE_5302_length_6636_cov_2.64671__6636__lantipeptide__ANTISMASH__0_6636	N/A	N/A	0	0	N/A	N/A		
O2.UC19.2__NODE_995_length_19688_cov_4.15403__14059__lantipeptide__ANTISMASH__5629_19688	N/A	N/A	0	0	N/A	N/A		
O2.UC20.2__NODE_1136_length_21461_cov_4.90409__13121__hserlactone__ANTISMASH__8340_21461	N/A	N/A	0	0	N/A	N/A		
O2.UC2.0__NODE_1230_length_14811_cov_1.83159__14811__nrps__ANTISMASH__0_14811	N/A	N/A	0	0	N/A	N/A		
O2.UC2.0__NODE_2008_length_10579_cov_1.95144__10579__other__ANTISMASH__0_10579	N/A	N/A	0	0	N/A	N/A		
O2.UC2.0__NODE_2029_length_10511_cov_6.13007__10511__lantipeptide__ANTISMASH__0_10511	N/A	N/A	0	0	N/A	N/A		
O2.UC2.0__NODE_4145_length_5959_cov_1.37246__5959__other__ANTISMASH__0_5959	N/A	N/A	0	0	N/A	N/A		
O2.UC21.2__NODE_2452_length_11089_cov_2.17428__11089__arylpolyene__ANTISMASH__0_11089	N/A	N/A	0	0	N/A	N/A		
O2.UC22.2__NODE_688_length_29298_cov_5.78409__9786__bacteriocin__ANTISMASH__19512_29298	N/A	N/A	0	0	N/A	N/A		
O2.UC22.2__NODE_5539_length_5854_cov_1.58769__5854__bacteriocin__ANTISMASH__0_5854	N/A	N/A	0	0	N/A	N/A		
O2.UC2.2__NODE_860_length_29003_cov_4.74451__29003__lantipeptide__ANTISMASH__0_29003	N/A	N/A	0	0	N/A	N/A		
O2.UC2.2__NODE_1197_length_23130_cov_3.23476__23130__lantipeptide__ANTISMASH__0_23130	N/A	N/A	0	0	N/A	N/A		
O2.UC2.2__NODE_2408_length_14048_cov_3.74945__14048__lantipeptide__ANTISMASH__0_14048	N/A	N/A	0	0	N/A	N/A		
O2.UC2.2__NODE_3431_length_10524_cov_1.98997__10524__lassopeptide__ANTISMASH__0_10524	N/A	N/A	0	0	N/A	N/A		
O2.UC23.2__NODE_159_length_47799_cov_3.9969__35251__nrps__ANTISMASH__12548_47799	N/A	N/A	0	0	N/A	N/A		
O2.UC23.2__NODE_1468_length_15771_cov_3.63311__15771__lantipeptide__ANTISMASH__0_15771	N/A	N/A	0	0	N/A	N/A		
O2.UC23.2__NODE_4776_length_7018_cov_2.05831__7018__nrps__ANTISMASH__0_7018	N/A	N/A	0	0	N/A	N/A		
O2.UC24.2__NODE_53_length_123216_cov_3.24553__43609__arylpolyene__ANTISMASH__42484_86093	N/A	N/A	0	0	N/A	N/A		
O2.UC24.2__NODE_166_length_70968_cov_4.91255__33908__nrps__ANTISMASH__0_33908	N/A	N/A	0	0	N/A	N/A		
O2.UC24.2__NODE_172_length_69760_cov_6.1967__12422__bacteriocin__ANTISMASH__30117_42539	N/A	N/A	0	0	N/A	N/A		
O2.UC24.2__NODE_1133_length_20430_cov_2.43917__20430__nrps__ANTISMASH__0_20430	N/A	N/A	0	0	N/A	N/A		
O2.UC24.2__NODE_2118_length_12087_cov_1.1358__12087__nrps__ANTISMASH__0_12087	N/A	N/A	0	0	N/A	N/A		
O2.UC26.0__NODE_209_length_70255_cov_3.85875__30443__lantipeptide__ANTISMASH__39812_70255	N/A	N/A	0	0	N/A	N/A		
O2.UC26.0__NODE_494_length_41866_cov_11.1568__15523__lantipeptide__ANTISMASH__26343_41866	N/A	N/A	0	0	N/A	N/A		
O2.UC26.2__NODE_457_length_41536_cov_13.8698__16929__lantipeptide__ANTISMASH__0_16929	N/A	N/A	0	0	N/A	N/A		
O2.UC26.2__NODE_1304_length_14837_cov_14.8686__14837__lantipeptide__ANTISMASH__0_14837	N/A	N/A	0	0	N/A	N/A		
O2.UC27.0__NODE_220_length_74302_cov_3.88206__39519__nrps__ANTISMASH__34783_74302	N/A	N/A	0	0	N/A	N/A		
O2.UC27.0__NODE_2570_length_10735_cov_3.64551__10735__lantipeptide__ANTISMASH__0_10735	N/A	N/A	0	0	N/A	N/A		
O2.UC27.0__NODE_4704_length_6159_cov_1.54669__6159__other__ANTISMASH__0_6159	N/A	N/A	0	0	N/A	N/A		
O2.UC27.2__NODE_2_length_378753_cov_10.3919__23564__lantipeptide__ANTISMASH__31105_54669	N/A	N/A	0	0	N/A	N/A		
O2.UC27.2__NODE_1645_length_12072_cov_2.07098__12072__lantipeptide__ANTISMASH__0_12072	N/A	N/A	0	0	N/A	N/A		
O2.UC27.2__NODE_3230_length_6168_cov_1.50875__6168__nrps__ANTISMASH__0_6168	N/A	N/A	0	0	N/A	N/A		
O2.UC29.0__NODE_35_length_101001_cov_8.79352__23227__lassopeptide__ANTISMASH__40983_64210	N/A	N/A	0	0	N/A	N/A		
O2.UC29.0__NODE_196_length_47862_cov_8.40492__26864__nrps__ANTISMASH__20998_47862	N/A	N/A	0	0	N/A	N/A		
O2.UC29.0__NODE_332_length_35757_cov_2.7522__35757__nrps__ANTISMASH__0_35757	N/A	N/A	0	0	N/A	N/A		
O2.UC29.0__NODE_1779_length_11624_cov_2.33339__11624__nrps__ANTISMASH__0_11624	N/A	N/A	0	0	N/A	N/A		
O2.UC29.0__NODE_2213_length_9695_cov_1.42842__9695__other__ANTISMASH__0_9695	N/A	N/A	0	0	N/A	N/A		
O2.UC29.0__NODE_2343_length_9247_cov_1.76425__9247__nrps__ANTISMASH__0_9247	N/A	N/A	0	0	N/A	N/A		
O2.UC29.2__NODE_1079_length_18226_cov_2.84954__18226__nrps__ANTISMASH__0_18226	N/A	N/A	0	0	N/A	N/A		
O2.UC29.2__NODE_1207_length_16775_cov_5.14187__16775__nrps__ANTISMASH__0_16775	N/A	N/A	0	0	N/A	N/A		
O2.UC29.2__NODE_3050_length_8127_cov_1.43459__8127__lassopeptide__ANTISMASH__0_8127	N/A	N/A	0	0	N/A	N/A		
O2.UC29.2__NODE_4944_length_5221_cov_10.1427__5221__nrps__ANTISMASH__0_5221	N/A	N/A	0	0	N/A	N/A		
O2.UC29.2__NODE_5070_length_5115_cov_1.31028__5115__terpene__ANTISMASH__0_5115	N/A	N/A	0	0	N/A	N/A		
O2.UC30.0__NODE_66_length_65351_cov_3.70009__25017__lantipeptide__ANTISMASH__0_25017	N/A	N/A	0	0	N/A	N/A		
O2.UC30.0__NODE_1245_length_17671_cov_2.03646__17671__other__ANTISMASH__0_17671	N/A	N/A	0	0	N/A	N/A		
O2.UC30.0__NODE_3701_length_8852_cov_2.13482__8852__lantipeptide__ANTISMASH__0_8852	N/A	N/A	0	0	N/A	N/A		
O2.UC30.2__NODE_2_length_211583_cov_7.76117__43179__nrps__ANTISMASH__168404_211583	N/A	N/A	0	0	N/A	N/A		
O2.UC30.2__NODE_541_length_35315_cov_2.82853__35315__nrps__ANTISMASH__0_35315	N/A	N/A	0	0	N/A	N/A		
O2.UC30.2__NODE_868_length_25859_cov_2.4914__11197__lantipeptide__ANTISMASH__14662_25859	N/A	N/A	0	0	N/A	N/A		
O2.UC30.2__NODE_1602_length_17037_cov_2.2909__17037__resorcinol__ANTISMASH__0_17037	N/A	N/A	0	0	N/A	N/A		
O2.UC30.2__NODE_4424_length_7366_cov_1.86048__7366__bacteriocin__ANTISMASH__0_7366	N/A	N/A	0	0	N/A	N/A		
O2.UC3.0__NODE_245_length_55949_cov_3.1289__41008__nrps__ANTISMASH__14941_55949	N/A	N/A	0	0	N/A	N/A		
O2.UC31.0__NODE_85_length_78248_cov_21.195__39430__arylpolyene__ANTISMASH__0_39430	N/A	N/A	0	0	N/A	N/A		
O2.UC31.0__NODE_313_length_40873_cov_2.50274__40873__nrps-bacteriocin__ANTISMASH__0_40873	N/A	N/A	0	0	N/A	N/A		
O2.UC31.0__NODE_1560_length_14838_cov_5.41352__14838__nrps__ANTISMASH__0_14838	N/A	N/A	0	0	N/A	N/A		
O2.UC31.0__NODE_2503_length_10438_cov_1.53588__10438__terpene__ANTISMASH__0_10438	N/A	N/A	0	0	N/A	N/A		
O2.UC31.2__NODE_107_length_68521_cov_6.26388__45693__arylpolyene__ANTISMASH__0_45693	N/A	N/A	0	0	N/A	N/A		
O2.UC32.0__NODE_1364_length_18098_cov_3.31126__18098__nrps__ANTISMASH__0_18098	N/A	N/A	0	0	N/A	N/A		
O2.UC32.0__NODE_2957_length_9818_cov_2.26078__9818__arylpolyene__ANTISMASH__0_9818	N/A	N/A	0	0	N/A	N/A		
O2.UC32.2__NODE_406_length_38259_cov_2.87946__35184__nrps__ANTISMASH__0_35184	N/A	N/A	0	0	N/A	N/A		
O2.UC34.0__NODE_123_length_56194_cov_4.53738__20198__bacteriocin-proteusin__ANTISMASH__10755_30953	N/A	N/A	0	0	N/A	N/A		
O2.UC34.0__NODE_1224_length_13288_cov_5.13617__13288__t1pks__ANTISMASH__0_13288	N/A	N/A	0	0	N/A	N/A		
O2.UC34.2__NODE_1070_length_16460_cov_9.64194__16460__bacteriocin__ANTISMASH__0_16460	N/A	N/A	0	0	N/A	N/A		
O2.UC35.0__NODE_5232_length_6902_cov_1.50577__6902__nrps__ANTISMASH__0_6902	N/A	N/A	0	0	N/A	N/A		
O2.UC35.0__NODE_5254_length_6869_cov_1.48386__6869__nrps__ANTISMASH__0_6869	N/A	N/A	0	0	N/A	N/A		
O2.UC35.2__NODE_18_length_175818_cov_4.03873__43464__arylpolyene__ANTISMASH__5654_49118	N/A	N/A	0	0	N/A	N/A		
O2.UC35.2__NODE_407_length_46571_cov_6.56376__29158__lassopeptide__ANTISMASH__17413_46571	N/A	N/A	0	0	N/A	N/A		
O2.UC35.2__NODE_1766_length_17091_cov_1.54344__17091__lantipeptide__ANTISMASH__0_17091	N/A	N/A	0	0	N/A	N/A		
O2.UC35.2__NODE_4376_length_8022_cov_1.41923__8022__nrps__ANTISMASH__0_8022	N/A	N/A	0	0	N/A	N/A		
O2.UC35.2__NODE_4523_length_7773_cov_1.10275__7773__arylpolyene__ANTISMASH__0_7773	N/A	N/A	0	0	N/A	N/A		
O2.UC35.2__NODE_7337_length_5013_cov_1.49254__5013__other__ANTISMASH__0_5013	N/A	N/A	0	0	N/A	N/A		
O2.UC36.2__NODE_57_length_108795_cov_6.20109__46107__nrps__ANTISMASH__41800_87907	N/A	N/A	0	0	N/A	N/A		
O2.UC36.2__NODE_1371_length_14813_cov_2.29489__14813__nrps__ANTISMASH__0_14813	N/A	N/A	0	0	N/A	N/A		
O2.UC37.2__NODE_244_length_72723_cov_4.06338__17653__lantipeptide__ANTISMASH__0_17653	N/A	N/A	0	0	N/A	N/A		
O2.UC37.2__NODE_478_length_48618_cov_7.47911__38852__nrps__ANTISMASH__9766_48618	N/A	N/A	0	0	N/A	N/A		
O2.UC37.2__NODE_585_length_42521_cov_3.87993__19326__lantipeptide__ANTISMASH__23195_42521	N/A	N/A	0	0	N/A	N/A		
O2.UC38.2__NODE_7_length_175184_cov_538.21__41173__arylpolyene__ANTISMASH__51347_92520	N/A	N/A	0	0	N/A	N/A		
O2.UC40.0__NODE_108_length_71340_cov_3.29287__43402__other__ANTISMASH__13356_56758	N/A	N/A	0	0	N/A	N/A		
O2.UC40.0__NODE_190_length_56801_cov_3.30735__41236__arylpolyene__ANTISMASH__4859_46095	N/A	N/A	0	0	N/A	N/A		
O2.UC40.0__NODE_1784_length_14157_cov_1.48986__8202__bacteriocin__ANTISMASH__5955_14157	N/A	N/A	0	0	N/A	N/A		
O2.UC40.0__NODE_5343_length_5908_cov_2.36785__5908__other__ANTISMASH__0_5908	N/A	N/A	0	0	N/A	N/A		
O2.UC40.0__NODE_6029_length_5349_cov_1.34549__5349__other__ANTISMASH__0_5349	N/A	N/A	0	0	N/A	N/A		
O2.UC40.2__NODE_235_length_58456_cov_3.39866__28381__nrps__ANTISMASH__30075_58456	N/A	N/A	0	0	N/A	N/A		
O2.UC40.2__NODE_1120_length_21276_cov_8.2432__21276__lantipeptide__ANTISMASH__0_21276	N/A	N/A	0	0	N/A	N/A		
O2.UC41.0__NODE_368_length_45101_cov_2.3155__45101__nrps-t1pks__ANTISMASH__0_45101	N/A	N/A	0	0	N/A	N/A		
O2.UC41.0__NODE_844_length_26561_cov_11.647__5399__bacteriocin__ANTISMASH__21162_26561	N/A	N/A	0	0	N/A	N/A		
O2.UC41.0__NODE_911_length_24972_cov_7.42617__24972__nrps__ANTISMASH__0_24972	N/A	N/A	0	0	N/A	N/A		
O2.UC41.0__NODE_6980_length_5114_cov_1.09409__5114__other__ANTISMASH__0_5114	N/A	N/A	0	0	N/A	N/A		
O2.UC4.2__NODE_1629_length_18859_cov_4.07977__18859__arylpolyene__ANTISMASH__0_18859	N/A	N/A	0	0	N/A	N/A		
O2.UC4.2__NODE_2059_length_15857_cov_3.27876__12846__lantipeptide__ANTISMASH__3011_15857	N/A	N/A	0	0	N/A	N/A		
O2.UC4.2__NODE_2182_length_15336_cov_2.11282__15336__lantipeptide__ANTISMASH__0_15336	N/A	N/A	0	0	N/A	N/A		
O2.UC4.2__NODE_2505_length_13848_cov_1.68404__13848__lantipeptide__ANTISMASH__0_13848	N/A	N/A	0	0	N/A	N/A		
O2.UC4.2__NODE_4234_length_9225_cov_3.0723__9225__bacteriocin__ANTISMASH__0_9225	N/A	N/A	0	0	N/A	N/A		
O2.UC4.2__NODE_6683_length_6170_cov_1.37449__6170__other__ANTISMASH__0_6170	N/A	N/A	0	0	N/A	N/A		
O2.UC43.0__NODE_116_length_51678_cov_5.91577__42434__arylpolyene__ANTISMASH__0_42434	N/A	N/A	0	0	N/A	N/A		
O2.UC43.0__NODE_4064_length_5742_cov_1.57429__5742__arylpolyene__ANTISMASH__0_5742	N/A	N/A	0	0	N/A	N/A		
O2.UC44.0__NODE_15_length_182565_cov_4.22931__43532__arylpolyene__ANTISMASH__46462_89994	N/A	N/A	0	0	N/A	N/A		
O2.UC44.0__NODE_659_length_29813_cov_4.62662__24979__bacteriocin__ANTISMASH__4834_29813	N/A	N/A	0	0	N/A	N/A		
O2.UC44.0__NODE_1497_length_16547_cov_2.17742__16547__nrps__ANTISMASH__0_16547	N/A	N/A	0	0	N/A	N/A		
O2.UC44.2__NODE_752_length_28231_cov_1.44003__28231__nrps__ANTISMASH__0_28231	N/A	N/A	0	0	N/A	N/A		
O2.UC44.2__NODE_2347_length_12190_cov_1.13416__12190__nrps__ANTISMASH__0_12190	N/A	N/A	0	0	N/A	N/A		
O2.UC46.0__NODE_463_length_35135_cov_10.4706__13471__lantipeptide__ANTISMASH__21664_35135	N/A	N/A	0	0	N/A	N/A		
O2.UC46.2__NODE_1164_length_23341_cov_2.4147__21624__lantipeptide__ANTISMASH__1717_23341	N/A	N/A	0	0	N/A	N/A		
O2.UC47.0__NODE_60_length_94426_cov_8.02969__44278__nrps__ANTISMASH__8390_52668	N/A	N/A	0	0	N/A	N/A		
O2.UC47.0__NODE_143_length_66240_cov_8.95584__37034__nrps__ANTISMASH__0_37034	N/A	N/A	0	0	N/A	N/A		
O2.UC47.0__NODE_324_length_41852_cov_7.25715__37403__arylpolyene__ANTISMASH__0_37403	N/A	N/A	0	0	N/A	N/A		
O2.UC47.0__NODE_2217_length_12004_cov_2.90752__12004__nrps__ANTISMASH__0_12004	N/A	N/A	0	0	N/A	N/A		
O2.UC47.0__NODE_2524_length_10961_cov_1.41161__10961__lantipeptide__ANTISMASH__0_10961	N/A	N/A	0	0	N/A	N/A		
O2.UC47.0__NODE_4232_length_7244_cov_1.70803__7244__nrps__ANTISMASH__0_7244	N/A	N/A	0	0	N/A	N/A		
O2.UC47.2__NODE_9_length_236625_cov_49.2843__47443__nrps__ANTISMASH__97344_144787	N/A	N/A	0	0	N/A	N/A		
O2.UC47.2__NODE_37_length_124954_cov_8.04613__60121__nrps__ANTISMASH__15822_75943	N/A	N/A	0	0	N/A	N/A		
O2.UC47.2__NODE_349_length_42530_cov_2.21756__33169__nrps__ANTISMASH__9361_42530	N/A	N/A	0	0	N/A	N/A		
O2.UC47.2__NODE_1778_length_13257_cov_1.24443__13257__nrps__ANTISMASH__0_13257	N/A	N/A	0	0	N/A	N/A		
O2.UC47.2__NODE_2227_length_10741_cov_2.86403__10741__nrps__ANTISMASH__0_10741	N/A	N/A	0	0	N/A	N/A		
O2.UC48.0__NODE_650_length_42228_cov_15.761__37159__lantipeptide__ANTISMASH__5069_42228	N/A	N/A	0	0	N/A	N/A		
O2.UC48.2__NODE_1779_length_15780_cov_4.06773__15780__lantipeptide__ANTISMASH__0_15780	N/A	N/A	0	0	N/A	N/A		
O2.UC48.2__NODE_1990_length_14237_cov_2.29502__14237__microcin__ANTISMASH__0_14237	N/A	N/A	0	0	N/A	N/A		
O2.UC49.0__NODE_692_length_30309_cov_27.0068__30309__nrps__ANTISMASH__0_30309	N/A	N/A	0	0	N/A	N/A		
O2.UC49.2__NODE_1368_length_15514_cov_5.3825__15292__bacteriocin__ANTISMASH__222_15514	N/A	N/A	0	0	N/A	N/A		
O2.UC50.2__NODE_136_length_64641_cov_3.35432__47363__nrps-ladderane__ANTISMASH__17278_64641	N/A	N/A	0	0	N/A	N/A		
O2.UC50.2__NODE_150_length_62251_cov_2.59613__30624__lantipeptide__ANTISMASH__31627_62251	N/A	N/A	0	0	N/A	N/A		
O2.UC5.0__NODE_598_length_27627_cov_5.73673__27627__nrps__ANTISMASH__0_27627	N/A	N/A	0	0	N/A	N/A		
O2.UC5.0__NODE_1966_length_13195_cov_1.81233__13195__arylpolyene__ANTISMASH__0_13195	N/A	N/A	0	0	N/A	N/A		
O2.UC51.0__NODE_961_length_27364_cov_3.63704__19525__bacteriocin__ANTISMASH__7839_27364	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_1_length_706354_cov_8.29006__47441__nrps__ANTISMASH__301598_349039	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_238_length_77858_cov_4.52543__60208__transatpks__ANTISMASH__2641_62849	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_2120_length_18291_cov_6.55467__18291__bacteriocin__ANTISMASH__0_18291	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_2142_length_18193_cov_2.81393__18193__other__ANTISMASH__0_18193	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_2506_length_15986_cov_2.71797__15986__terpene__ANTISMASH__0_15986	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_4995_length_8991_cov_2.1833__8991__transatpks__ANTISMASH__0_8991	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_6733_length_6889_cov_1.69229__6889__bacteriocin__ANTISMASH__0_6889	N/A	N/A	0	0	N/A	N/A		
O2.UC51.2__NODE_9084_length_5170_cov_1.45806__5170__bacteriocin__ANTISMASH__0_5170	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_260_length_54157_cov_3.13297__40954__arylpolyene__ANTISMASH__10642_51596	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_409_length_40899_cov_3.60374__40899__arylpolyene__ANTISMASH__0_40899	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_504_length_34286_cov_4.04046__20171__terpene__ANTISMASH__0_20171	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_771_length_23640_cov_3.06975__22672__other__ANTISMASH__968_23640	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_1080_length_18444_cov_4.11382__18444__terpene__ANTISMASH__0_18444	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_1306_length_15598_cov_2.44747__15598__other__ANTISMASH__0_15598	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_1317_length_15479_cov_1.91747__15479__terpene__ANTISMASH__0_15479	N/A	N/A	0	0	N/A	N/A		
O2.UC52.0__NODE_1961_length_11058_cov_1.9751__11058__other__ANTISMASH__0_11058	N/A	N/A	0	0	N/A	N/A		
O2.UC52.2__NODE_148_length_58230_cov_4.56835__45008__nrps__ANTISMASH__13222_58230	N/A	N/A	0	0	N/A	N/A		
O2.UC52.2__NODE_4094_length_8908_cov_1.84593__8908__arylpolyene__ANTISMASH__0_8908	N/A	N/A	0	0	N/A	N/A		
O2.UC5.2__NODE_359_length_37868_cov_2.40359__21887__arylpolyene__ANTISMASH__15981_37868	N/A	N/A	0	0	N/A	N/A		
O2.UC5.2__NODE_1475_length_13677_cov_2.00103__13677__lantipeptide__ANTISMASH__0_13677	N/A	N/A	0	0	N/A	N/A		
O2.UC53.2__NODE_728_length_32085_cov_3.70128__32085__nrps__ANTISMASH__0_32085	N/A	N/A	0	0	N/A	N/A		
O2.UC53.2__NODE_2899_length_9335_cov_3.46119__9335__microcin__ANTISMASH__0_9335	N/A	N/A	0	0	N/A	N/A		
O2.UC54.0__NODE_404_length_39167_cov_2.81584__13321__lantipeptide__ANTISMASH__25846_39167	N/A	N/A	0	0	N/A	N/A		
O2.UC54.2__NODE_212_length_55069_cov_8.34191__28282__terpene__ANTISMASH__26787_55069	N/A	N/A	0	0	N/A	N/A		
O2.UC54.2__NODE_1203_length_15277_cov_1.84805__15277__bacteriocin__ANTISMASH__0_15277	N/A	N/A	0	0	N/A	N/A		
O2.UC55.0__NODE_575_length_36912_cov_2.29213__34584__arylpolyene__ANTISMASH__2328_36912	N/A	N/A	0	0	N/A	N/A		
O2.UC55.0__NODE_955_length_27786_cov_1.69338__20690__lassopeptide__ANTISMASH__7096_27786	N/A	N/A	0	0	N/A	N/A		
O2.UC55.0__NODE_5538_length_6976_cov_1.15865__6976__other__ANTISMASH__0_6976	N/A	N/A	0	0	N/A	N/A		
O2.UC55.2__NODE_4410_length_7359_cov_1.15498__7359__t2pks__ANTISMASH__0_7359	N/A	N/A	0	0	N/A	N/A		
O2.UC56.0__NODE_381_length_54263_cov_8.8974__37224__nrps__ANTISMASH__0_37224	N/A	N/A	0	0	N/A	N/A		
O2.UC56.0__NODE_1610_length_18299_cov_2.75164__18299__arylpolyene__ANTISMASH__0_18299	N/A	N/A	0	0	N/A	N/A		
O2.UC56.0__NODE_2838_length_10907_cov_1.58293__10907__arylpolyene__ANTISMASH__0_10907	N/A	N/A	0	0	N/A	N/A		
O2.UC56.0__NODE_3304_length_9281_cov_2.06148__9281__terpene__ANTISMASH__0_9281	N/A	N/A	0	0	N/A	N/A		
O2.UC56.2__NODE_2383_length_10856_cov_1.40771__10856__nrps__ANTISMASH__0_10856	N/A	N/A	0	0	N/A	N/A		
O2.UC56.2__NODE_3772_length_7714_cov_2.10772__7714__lassopeptide__ANTISMASH__0_7714	N/A	N/A	0	0	N/A	N/A		
O2.UC56.2__NODE_4059_length_7220_cov_2.2067__7220__resorcinol__ANTISMASH__0_7220	N/A	N/A	0	0	N/A	N/A		
O2.UC57.0__NODE_211_length_50732_cov_47.7828__31847__arylpolyene__ANTISMASH__18885_50732	N/A	N/A	0	0	N/A	N/A		
O2.UC57.0__NODE_566_length_28725_cov_2.29229__11458__terpene__ANTISMASH__17267_28725	N/A	N/A	0	0	N/A	N/A		
O2.UC57.0__NODE_680_length_25878_cov_3.12582__23488__nrps__ANTISMASH__2390_25878	N/A	N/A	0	0	N/A	N/A		
O2.UC57.0__NODE_1502_length_15476_cov_1.38175__15476__other__ANTISMASH__0_15476	N/A	N/A	0	0	N/A	N/A		
O2.UC58.0__NODE_1442_length_16090_cov_2.00231__14880__lantipeptide__ANTISMASH__1210_16090	N/A	N/A	0	0	N/A	N/A		
O2.UC58.0__NODE_3489_length_8946_cov_5.93533__8946__nrps__ANTISMASH__0_8946	N/A	N/A	0	0	N/A	N/A		
O2.UC58.0__NODE_5809_length_6124_cov_1.74905__6124__bacteriocin__ANTISMASH__0_6124	N/A	N/A	0	0	N/A	N/A		
O2.UC58.2__NODE_2127_length_12752_cov_2.42742__12752__other__ANTISMASH__0_12752	N/A	N/A	0	0	N/A	N/A		
O2.UC58.2__NODE_4274_length_7670_cov_1.22469__7670__other__ANTISMASH__0_7670	N/A	N/A	0	0	N/A	N/A		
O2.UC58.2__NODE_5758_length_6039_cov_1.50318__6039__arylpolyene__ANTISMASH__0_6039	N/A	N/A	0	0	N/A	N/A		
O2.UC59.0__NODE_285_length_50933_cov_3.38117__24258__other__ANTISMASH__26675_50933	N/A	N/A	0	0	N/A	N/A		
O2.UC59.0__NODE_1904_length_14638_cov_2.08078__14638__nrps__ANTISMASH__0_14638	N/A	N/A	0	0	N/A	N/A		
O2.UC59.2__NODE_71_length_112862_cov_3.17115__26134__bacteriocin__ANTISMASH__86728_112862	N/A	N/A	0	0	N/A	N/A		
O2.UC59.2__NODE_257_length_58500_cov_2.09873__46075__nrps__ANTISMASH__7835_53910	N/A	N/A	0	0	N/A	N/A		
O2.UC59.2__NODE_918_length_27642_cov_3.35506__27642__nrps__ANTISMASH__0_27642	N/A	N/A	0	0	N/A	N/A		
O2.UC60.0__NODE_4_length_262054_cov_23.2222__42592__other__ANTISMASH__39658_82250	N/A	N/A	0	0	N/A	N/A		
O2.UC60.0__NODE_6002_length_5242_cov_1.37922__5242__lantipeptide__ANTISMASH__0_5242	N/A	N/A	0	0	N/A	N/A		
O2.UC60.2__NODE_7_length_224745_cov_37.738__21059__terpene__ANTISMASH__11869_32928	N/A	N/A	0	0	N/A	N/A		
O2.UC60.2__NODE_659_length_26294_cov_1.77613__26294__nrps__ANTISMASH__0_26294	N/A	N/A	0	0	N/A	N/A		
O2.UC60.2__NODE_673_length_25970_cov_4.13579__25970__ladderane-arylpolyene__ANTISMASH__0_25970	N/A	N/A	0	0	N/A	N/A		
O2.UC60.2__NODE_1118_length_18710_cov_8.99416__18710__arylpolyene__ANTISMASH__0_18710	N/A	N/A	0	0	N/A	N/A		
O2.UC60.2__NODE_4996_length_5817_cov_2.27508__5817__arylpolyene__ANTISMASH__0_5817	N/A	N/A	0	0	N/A	N/A		
O2.UC9.2__NODE_768_length_32324_cov_2.54433__32324__nrps__ANTISMASH__0_32324	N/A	N/A	0	0	N/A	N/A		
O2.UC9.2__NODE_1019_length_26569_cov_3.57132__26569__nrps__ANTISMASH__0_26569	N/A	N/A	0	0	N/A	N/A		
O2.UC9.2__NODE_1913_length_16345_cov_3.7283__16345__lantipeptide__ANTISMASH__0_16345	N/A	N/A	0	0	N/A	N/A		
O2.UC9.2__NODE_1944_length_16161_cov_1.95685__16161__nrps__ANTISMASH__0_16161	N/A	N/A	0	0	N/A	N/A		
V1.CD14.0__NODE_839_length_5048_cov_0.773883__5048__arylpolyene__ANTISMASH__0_5048	N/A	N/A	0	0	N/A	N/A		
V1.CD15.3__NODE_865_length_37700_cov_53.5456__12882__terpene__ANTISMASH__24818_37700	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_44_length_103291_cov_3.99936__42499__other__ANTISMASH__51454_93953	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_247_length_48087_cov_2.24486__30879__other__ANTISMASH__0_30879	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_309_length_43538_cov_20.8164__10189__bacteriocin__ANTISMASH__0_10189	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_353_length_39802_cov_5.54754__36927__other__ANTISMASH__2875_39802	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_460_length_34691_cov_2.67029__29176__arylpolyene__ANTISMASH__5515_34691	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_742_length_26577_cov_3.32995__26577__resorcinol__ANTISMASH__0_26577	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_1177_length_19678_cov_2.81348__19678__other__ANTISMASH__0_19678	N/A	N/A	0	0	N/A	N/A		
