Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
C4006__NODE_1179_length_11775_cov_62.6568__11775__transatpks__ANTISMASH__0_11775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137.762543	116.3015318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4006__NODE_1048_length_13095_cov_58.236__13095__arylpolyene__ANTISMASH__0_13095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988574468	0.801560146	0	0.641382474	0.527487524	0	0	0	0	2.23746662	0	0	0	0	0.364756699	0	0	0	0	0	0	0	0	1.730111972	0	40.46063082	1.097876513	0	0	0	1.044608022	214.7190828	0	0	0	0	0.455728923	0	0	0	0	0	0	0	0	0.670272701	0	0	0	0	0	0	0	0	0	0	0	0	2.027852815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.028720949	0	0	0	0	0	0	0	0	0	0	0	0.699934826	0.535464816	0	0	0.430914798	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505171465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.129367556	0	0	0	0	0	0	0	0	0	0	1.471365237	0	0	0	0	2.736978315	0	0	0	0	0
C4004__NODE_591_length_10305_cov_3.58927__10305__nrps__ANTISMASH__0_10305	9.129022431	6.018006106	23.25139483	0	0	34.85562934	11.61881917	10.91043183	4.378182895	0	10.64326997	0	0	0	0	32.33019272	1.359687189	17.27925906	8.291226886	0	0	0	24.17221898	0	0	0	0	24.81721982	0	0	54.79904346	0	0	0	0	0	0	0	0	1492.867694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1199.670962	20.93897081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299.306181	6.298243797	0	21.88255933	26.48497763	0	20.03545085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20413723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.12990291	0	0	0	0	0
C4004__NODE_56_length_44710_cov_12.3465__26316__nrps__ANTISMASH__0_26316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994.6793338	8.50602692	0	0	0	0	0	0	0	0	0	0.634043794	0.625148716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090.502057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18519544	0	0	17.03313798	0	0	0	0	6.03787997	4.971585441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07161664	0	0	0	0	9.172177823	0	0	0	0	0
C4004__NODE_33_length_66112_cov_8.88999__32280__nrps__ANTISMASH__33832_66112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24038606	213.045944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.3376048	0	0	0.422469142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.238078215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4004__NODE_248_length_17202_cov_195.328__17202__other__ANTISMASH__0_17202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520.706874	231.4363941	0	0	0	0	0	0	0	0	0	470.7142777	1.205940006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24325264	0	0	454.5653757	0	0	0	0	2.252258434	902.6715094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.482576886	0	0	0	0	0	0	0	0	0	0
C4004__NODE_1352_length_6131_cov_7.92199__6131__other__ANTISMASH__0_6131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5563037	2.201563884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286597364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4004__NODE_1175_length_6704_cov_563.473__6704__lantipeptide__ANTISMASH__0_6704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.758251309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.15906656	3744.225268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4001__NODE_1272_length_8188_cov_29.7058__8188__bacteriocin__ANTISMASH__0_8188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.52175334	12.13827836	1.020131179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561729402	0	0	2.643500851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4001__NODE_12_length_233246_cov_14.3248__10490__microcin__ANTISMASH__222756_233246	3.724687504	4.448040841	4.042401863	4.847685586	0	5.063448745	3.997379004	3.23790585	1.256648428	4.125013356	8.046982125	0	0	0	0	4.79832293	4.741461054	0	2.286497364	0	0	9.468286661	1.921012993	0	0	0	0	0.962765368	0	2.832552458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.425809767	0	0	0	0	0	0	0	0	0	8.539756717	8.835687966	11.31442358	3.149841764	10.67896678	5.100263681	3.398703762	5.649844396	4.378821232	0	7.827204108	2.883551517	0	0	3.286464404	8.336750541	0	2.913789724	2.863198809	0	4.008232681	3.666558974	9.091127944	0	9.989925509	6.816370987	3.188471112	6.863968163	3.058677254	6.785731055	7.119466944	7.97268057	5.964666504	12.09960955	4.676316624	1.836430764	0	0	0	0	0	1.712163051	2.826636977	4.806857088	1.359592959	1.91538929	17.94440799	3.344751535	14.11047346	4.362588852	0	0	0	3.225170346	6.004895716	9.001109554	2.575542549	0	0	1.624141858	0	0	0	0	7.378915434	83.01962378	10.50325973	0	0	0	12.26132147	2.859266146	4.233146474	2.322497438	4.990365622	31.65854992	21.40704666	16.36227993	2.54186494	0	4.319977368	10.76462166	39.51140747	0	0	0	7.745289195	4.947997107	0	0	0	0	0	21.0674475	12.43314396	5.822210106	0	0	0	0	6.721448885	5.655347264	4.976837684	6.715748007	0	0	0	0	0	0	2.613820007	0	5.382312521	2.667233618	4.203734483	5.574501124	1.91848128	4.78493426	1.826328084	1.434119959	10.08057956	0	0	0	0	0	0	9.138576856	0	2.351212313	0	5.423145915	0	4.245716552	0	0	1.018673331	0	5.781704225	0	9.873990829	0	0	0	0	0	4.374190969	0	0	0	3.180488058	0	0	0	1.565708539	0	0	0	0	0	0	5.715078867	0	0	0	4.108859708
C3032__NODE_203_length_34879_cov_20.892689__31256__resorcinol__ANTISMASH__3623_34879	0	0	0	1.732049357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796544556	0	0	0	0	0	0	0	0	0	0	0	0	0	7.213075991	1.849110736	0	0.525544306	1.847303015	0	0	0	0	0	1.308382	0.894648859	0	0	0	4.931052134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.324363023	0	0	0	0	5.584188327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.913194916	0	0	0	0	11.1207528	0.966717504	2.170390568	0	0	0.772321885	0	2.711478623	2.128911697	0	0	0	1.802837168	16.56493774	0	0	0	21.83907517	72.47676596	0	0	0	0	11.55032366	0	0	0	0	0	0	0	0	0	0	3.57119027	4.685675932	6.48227881	3.772460867	1.4882587	3.539428634	0	0	0	0	9.536967388	49.26121072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.373297768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.38702453	0	0	1.285918121	0	0	0.22616512	0	0	0	0	6.194711476	2.986112828	52.1308759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.218888923	0	0	0	0
C3032__NODE_1878_length_7028_cov_30.489029__7028__resorcinol__ANTISMASH__0_7028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.86298498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.9864997	20.7622646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.9279396	0	0	0	0	0	0
C3032__NODE_1567_length_8319_cov_7.793078__8319__bacteriocin__ANTISMASH__0_8319	0	0	0	0	0	0	0	0	0	0	0	0	0	37.93856034	0	45.69448781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.53415542	88.53263189	0	0	0	0	0	0	66.74686339	0	0	25.42261337	0	149.7638142	0	0	0	0	0	0	0	0	56.84204726	100.6097789	22.46648354	0	0	14.60711817	0	8.88499364	0	0	0	105.4895118	51.53540978	13.2902598	30.68497976	0	33.84351399	0	0	0	0	0	25.81703329	24.10930942	114.3309434	44.85259897	0	0	32.6730111	36.06823825	48.53376633	51.70638854	40.99709033	0	0	0	0	22.70667442	24.35839086	28.69521628	0	0	33.13644585	0	47.32611492	41.90101291	0	48.60835003	109.9522204	13.53353451	48.2113121	23.53926044	35.258255	15.21924689	47.15448205	21.04286067	0	0	23.83038599	65.78633305	48.14246137	0	78.09194926	71.02621642	36.63394019	61.57909138	31.92635484	0	0	30.70452666	129.6444412	38.29650106	60.49752722	77.56486503	98.95351136	95.47794838	62.34494585	57.90344149	56.69231479	0	135.4663248	40.14504204	0	71.72766781	0	27.36176595	90.80883097	125.6483227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.43403577	18.62533484	18.7499749	0	0	0	0	0	0	0	18.38788114	0	0	0	0	0	0	0	0	26.03550819	58.86761832	22.74652082	62.53022143	31.42147445	0	41.5533957	0	0	0	0	0	69.5202368	0	65.63226297	56.05455041	25.90817227	0	52.71326769	64.09436751	67.09496411	45.3931409	116.5927282	0	29.98559005	54.49094833	0	0	0	17.24543577	0	0	0	0	76.99738055	0	24.24105665
C3031__NODE_121_length_20525_cov_61.8349__20525__resorcinol__ANTISMASH__0_20525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595100479	178.8288497	55.13614213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.3227247	62.03032126	46.21095274	69.94530516	41.17567233	0	0	0	0	0	0	0	0	0	1.519740548	0	0	0	98.97353995	0	0	0	0	0	0	0	0	0	0	18.02128195	0	0	66.20598275	34.67421569	36.94681281	0	0	0	0	0	36.06142786	94.83206711	116.1900551	118.8876043	86.71940434	51.35227334	0	0	0	0	0	0	0	0	21.40128869	27.35290696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.888992639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3030__NODE_118_length_48757_cov_58.9677__30635__other__ANTISMASH__18122_48757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.225708794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.37200215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3027__NODE_610_length_10366_cov_7.30938__10366__lantipeptide__ANTISMASH__0_10366	4.669763022	3.798723661	0	0	0	0	0	0	0	0	0	0	0	0	0	2.784899011	2.489303975	0	9.865946292	0	0	0	0	0	0	0	0	0	0	14.923165	0	0	15.7906128	0	0	0	0	0	0	0	186.3527879	16.81292679	0	0	7.938044347	7.312461004	0	0	0	0	0	20.81739336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.489687015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.8228791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.09678095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.5806661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.410562964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.37308233	0	0	6.731372968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.0153495	0	17.45828122	12.27627346	0	0	0	0	0	31.40269826	0
C3023__NODE_191_length_27401_cov_21.2043__27401__arylpolyene__ANTISMASH__0_27401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.7937418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3022__NODE_98_length_77865_cov_77.4191__47858__arylpolyene__ANTISMASH__19344_67202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722375962	3.296640478	0	1.567923806	0	8.520505153	0.691373917	0	0	2.733066545	0	18.10046792	2.35058705	0	10.80965248	4.797551889	1.698309984	0	0.831098196	1.949927066	17.554802	3.680353717	0.704514722	1.754063742	0	4.920582999	2.737559666	11.17566203	0.917623109	0	1.093023773	2.202962163	4.489316536	0	0.425569942	4.880970532	0.896124131	0	0	0	0	0	0	0	0	1.054551271	0	0	0	0	0	1.913203395	0	0.819600849	1.162642239	9.537610514	0	0	0	0	0	0	5.265340512	1.018341288	1.261493252	2.459636932	0.793569353	2.360557024	0	0	11.22307058	0	3.375111626	4.882946814	8.283532598	3.905011449	15.77155548	0.566136951	0	6.143787318	3.627053701	1.613919007	0.789169732	0	0	0	0.658473888	5.675808193	1.208754057	0	1.17112946	0	3.633139384	3.942911877	2.679537613	5.785173443	6.601446671	4.884374555	0.640219072	4.533218795	0.440957009	0	0	1.252512466	7.833462678	3.38514611	7.675502248	0	1.415582022	1.656265388	5.867027377	1.488608486	0	5.357886272	2.693865983	1.36949289	8.596324711	1.765704253	0	4.171086912	3.182857433	1.440119655	0	0	0.326056982	0	0	0	0.770363063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699973456	1.587916251	1.413889212	0.780410494	1.004570756	0.665817221	1.260211887	1.244961771	2.831079869	1.445593623	0	0	0	0	0.749124331	0	0	0	0	0	0	1.255496952	0	2.56893559	0.893584947	2.29272277	0	0	0	0	0	0	0	4.172984122	0	0	0	0	0	0	0	0	0	0	0.959553138	0	0	0	0	0	0	0.419064935	0	0	0	1.334666105
C3022__NODE_599_length_28101_cov_7.88173__24706__terpene__ANTISMASH__3395_28101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.2050553	2.283378343	0	0	0	0	1.413613176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3022__NODE_267_length_46716_cov_15.9603__30281__lantipeptide__ANTISMASH__16435_46716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.57815098	0	11.0244448	22.60331554	0	0	1.987399178	0	4.328154676	5.283662546	0	0	12.23716767	7.007044674	5.498047849	4.338858633	0	0	0.560141652	2.368495495	5.055735326	3.871040656	0	0.768456593	0	0	2.021627116	1.930272637	5.896963053	0	3.044825703	3.761288765	4.337862157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.767689775	0	0	0	0	0	0	0	0	1.159478734	0	0	0	0	0	0	0	0	0	0	10.82415513	0	0	0	8.421919017	7.632068643	12.39618108	0	6.316365656	0	0	0	0	0	0	2.779234045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.224913443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1449086	8.707217771	12.42334364	0	0	0	0	0	0	0	4.401666564	0	0	0	0	0	0	0	0	0	0	0	0.884881759	0	12.09784323	0	5.22052384	0	0	0	0	0	0	0	0	0	5.135413237	0	0	0	0	0	0	0	3.11985976	0	0	0	0	0	0	1.176502217	0	0	0	0
