BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
O2.UC58.2__NODE_59_length_85544_cov_24.6145__50361__nrps__ANTISMASH__32963_83324,2.8160992636,-,-,-,0.426325533214869,N/A,N/A,Unassigned
V1.UC56.0__NODE_114_length_75044_cov_5.5023__49091__nrps__ANTISMASH__25953_75044,3.52001773654,-,-,-,0.113988624900804,N/A,N/A,Unassigned
V1.UC1.0__NODE_5044_length_6340_cov_2.01559__6340__bacteriocin__ANTISMASH__0_6340,3.2042406902,UC,2.88365417062,0.00011657153898,0.000116571538980474,N/A,N/A,Unassigned
O2.UC51.2__NODE_283_length_69664_cov_4.17413__20355__lantipeptide__ANTISMASH__0_20355,2.09854725299,-,-,-,0.563922257375829,NZ_JH594596,Odoribacter laneus YIT 12061,Bacteroidetes
V1.UC11.5__NODE_4292_length_9518_cov_2.14879__9518__nrps__ANTISMASH__0_9518,1.16092116718,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC52.1__NODE_4925_length_9379_cov_3.29794__9379__bacteriocin__ANTISMASH__0_9379,2.77371099079,-,-,-,0.020705873956765,N/A,N/A,Unassigned
O2.UC26.2__NODE_1518_length_12387_cov_6.75251__12387__other__ANTISMASH__0_12387,2.30270798594,-,-,-,0.35018544944539,NZ_KE161007,Fusobacterium ulcerans 12-1B,Fusobacteria
V1.CD24.0__NODE_1212_length_19690_cov_1.43428__19690__arylpolyene__ANTISMASH__0_19690,3.25940970636,-,-,-,0.0834674552815902,NZ_JAGH01000002,Bacteroides sp. 14(A),Bacteroidetes
O2.UC35.2__NODE_1766_length_17091_cov_1.54344__17091__lantipeptide__ANTISMASH__0_17091,1.60322807192,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC21.4__NODE_1205_length_26174_cov_4.12589__26174__nrps__ANTISMASH__0_26174,2.97305017091,-,-,-,0.737864656289891,N/A,N/A,Unassigned
O2.UC40.2__NODE_238_length_57921_cov_2.74441__23548__nrps__ANTISMASH__34373_57921,3.04776445787,-,-,-,0.0402392946666523,NZ_CYYZ01000001,Coprococcus eutactus,Firmicutes
O2.UC52.0__NODE_1317_length_15479_cov_1.91747__15479__terpene__ANTISMASH__0_15479,1.93445971793,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.UC10.2__NODE_439_length_43354_cov_4.12746__30890__nrps__ANTISMASH__12464_43354,3.07238432948,-,-,-,0.23881588778877,N/A,N/A,Unassigned
O2.UC51.2__NODE_2120_length_18291_cov_6.55467__18291__bacteriocin__ANTISMASH__0_18291,2.62916458569,-,-,-,0.14353222089636,N/A,N/A,Unassigned
O2.UC34.2__NODE_824_length_20412_cov_2.98708__20412__thiopeptide__ANTISMASH__0_20412,1.97178087233,-,-,-,0.272163476922754,NZ_KV791081,Streptococcus sp. HMSC10E12,Firmicutes
V1.CD42.0__NODE_2860_length_11958_cov_6.16424__11958__lantipeptide__ANTISMASH__0_11958,3.73744459613,UC,3.11177747519,0.00210649912126,0.00210649912125942,N/A,N/A,Unassigned
V1.UC25.1__NODE_2072_length_15433_cov_3.27858__15433__resorcinol__ANTISMASH__0_15433,3.38293765995,-,-,-,0.23881588778877,NZ_ACLR01000226,Porphyromonas uenonis 60-3,Bacteroidetes
O2.UC44.2__NODE_2347_length_12190_cov_1.13416__12190__nrps__ANTISMASH__0_12190,2.06515851546,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.UC2.0__NODE_3288_length_9230_cov_2.07673__9230__lantipeptide__ANTISMASH__0_9230,3.49878652993,UC,2.84778121344,0.00133773505279,0.00133773505279144,NZ_CZBP01000013,Blautia obeum,Firmicutes
V1.UC32.0__NODE_8774_length_5838_cov_1.43109__5838__t1pks__ANTISMASH__0_5838,1.03683553414,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC26.4__NODE_3241_length_12347_cov_47.9258__12347__lassopeptide__ANTISMASH__0_12347,2.64061787129,-,-,-,0.563922257375829,NC_015501,Porphyromonas asaccharolytica (strain ATCC 25260 / DSM 20707 / BCRC 10618 / JCM 6326 / LMG 13178 / VPI 4198) (Bacteroides asaccharolyticus),Bacteroidetes
V1.UC28.0__NODE_8_length_179307_cov_3.55394__24165__lassopeptide__ANTISMASH__48767_72932,2.09887980546,-,-,-,0.277115272995958,N/A,N/A,Unassigned
O2.UC32.2__NODE_1639_length_16186_cov_1.46662__16186__lantipeptide__ANTISMASH__0_16186,1.77119900705,-,-,-,0.310984456208192,N/A,N/A,Unassigned
O2.UC27.2__NODE_371_length_47497_cov_2.18766__25369__other__ANTISMASH__0_25369,2.95956417024,-,-,-,0.0147525093341775,NZ_CVRS01000048,Roseburia inulinivorans,Firmicutes
O2.UC52.0__NODE_260_length_54157_cov_3.13297__40954__arylpolyene__ANTISMASH__10642_51596,2.2130024772,-,-,-,0.537758938157926,N/A,N/A,Unassigned
O2.UC34.2__NODE_361_length_39400_cov_3.24514__22609__lantipeptide__ANTISMASH__16791_39400,1.96830973711,-,-,-,0.411300459413516,NZ_CP031248,Streptococcus pneumoniae,Firmicutes
V1.UC31.0__NODE_1339_length_17308_cov_1.94196__17308__nrps__ANTISMASH__0_17308,1.70034541508,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC3.0__NODE_1016_length_16708_cov_20.079__11280__bacteriocin__ANTISMASH__5428_16708,2.98633469301,-,-,-,0.276582723797128,NZ_LXII01000042,Streptococcus salivarius,Firmicutes
V1.CD22.0__NODE_578_length_47686_cov_5.36884__38435__arylpolyene__ANTISMASH__9251_47686,1.90293429244,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.UC1.0__NODE_2759_length_10866_cov_2.65461__10866__nrps__ANTISMASH__0_10866,3.38647006111,-,-,-,0.927402497447068,N/A,N/A,Unassigned
V1.CD19.0__NODE_13_length_199657_cov_7.77472__43554__arylpolyene__ANTISMASH__144630_188184,1.62815728351,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.CD17.4__NODE_457_length_50816_cov_4.81108__43714__other__ANTISMASH__0_43714,1.94812168766,-,-,-,0.0139250616788644,N/A,N/A,Unassigned
O2.UC37.2__NODE_492_length_47773_cov_7.38684__33583__lantipeptide__ANTISMASH__14190_47773,3.19309330862,-,-,-,0.52795574702121,NZ_CP022547,Streptococcus thermophilus,Firmicutes
V1.UC1.0__NODE_103_length_77806_cov_22.4112__41221__arylpolyene__ANTISMASH__23043_64264,3.11583023778,-,-,-,0.151506078111632,NZ_JH724085,Bacteroides cellulosilyticus CL02T12C19,Bacteroidetes
O2.UC9.2__NODE_1913_length_16345_cov_3.7283__16345__lantipeptide__ANTISMASH__0_16345,2.08445054477,-,-,-,0.411300459413516,N/A,N/A,Unassigned
O2.UC60.0__NODE_448_length_27925_cov_2.72723__6119__bacteriocin__ANTISMASH__21806_27925,3.51576927546,UC,3.15567210286,0.00028399510704,0.000283995107039896,NZ_CVRS01000016,Roseburia inulinivorans,Firmicutes
V1.CD18.3__NODE_875_length_21155_cov_4.96829__18735__lantipeptide__ANTISMASH__2420_21155,2.38001907556,-,-,-,0.512255569964818,N/A,N/A,Unassigned
V1.CD14.0__NODE_839_length_5048_cov_0.773883__5048__arylpolyene__ANTISMASH__0_5048,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC26.0__NODE_824_length_27253_cov_1.7223__27253__nrps__ANTISMASH__0_27253,1.65745621299,-,-,-,0.356672031948739,N/A,N/A,Unassigned
V1.CD17.4__NODE_1363_length_25533_cov_5.9885__25533__nrps__ANTISMASH__0_25533,2.44062731365,CD,2.49710972195,0.00816648433394,0.00816648433393505,N/A,N/A,Unassigned
O2.UC4.2__NODE_2825_length_12709_cov_4.34527__12709__nrps__ANTISMASH__0_12709,3.08625322242,-,-,-,0.0309457276687779,NZ_DS483537,Coprococcus eutactus ATCC 27759,Firmicutes
O2.UC34.0__NODE_920_length_15927_cov_1.36864__14674__lassopeptide__ANTISMASH__0_14674,1.98878356557,-,-,-,0.411300459413516,NC_017595,Streptococcus salivarius (strain JIM8777),Firmicutes
V1.UC54.0__NODE_139_length_105693_cov_4.19711__12301__lantipeptide__ANTISMASH__0_12301,1.69324982097,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.UC16.0__NODE_1799_length_9155_cov_2.16286__9155__lantipeptide__ANTISMASH__0_9155,1.74635316507,-,-,-,0.679913132515788,NZ_BAII02000009,Clostridiales bacterium VE202-26,Firmicutes
V1.UC49.1__NODE_70_length_156813_cov_6.61046__39461__nrps__ANTISMASH__0_39461,1.89258442213,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC33.0__NODE_5166_length_7961_cov_1.81533__7961__nrps__ANTISMASH__0_7961,3.02235701456,-,-,-,0.0539895727261776,N/A,N/A,Unassigned
O2.UC51.2__NODE_2506_length_15986_cov_2.71797__15986__terpene__ANTISMASH__0_15986,1.86498635733,-,-,-,0.356672031948739,N/A,N/A,Unassigned
V1.UC35.0__NODE_1299_length_19589_cov_2.46478__19589__nrps__ANTISMASH__0_19589,1.51260071329,-,-,-,0.563922257375829,NZ_FONP01000002,Peptostreptococcus sp. D1,Firmicutes
V1.UC53.4__NODE_4573_length_6469_cov_1.87138__6469__nrps__ANTISMASH__0_6469,3.8351729246,-,-,-,0.0762748308698675,NZ_LT546010,Blautia sp. Marseille-P2398,Firmicutes
O2.UC41.0__NODE_844_length_26561_cov_11.647__5399__bacteriocin__ANTISMASH__21162_26561,3.70652381699,-,-,-,0.0466660423801892,N/A,N/A,Unassigned
O2.UC2.0__NODE_1749_length_11584_cov_22.9975__11584__microcin__ANTISMASH__0_11584,4.4131625548,UC,3.91444396689,2.18010826589e-05,2.18010826589146e-05,NZ_ATVU01000036,Dorea sp. AGR2135,Firmicutes
O2.UC2.0__NODE_2614_length_8683_cov_2.57812__8683__lantipeptide__ANTISMASH__0_8683,3.54926889193,-,-,-,0.841908629682722,NZ_CYZP01000002,Blautia obeum,Firmicutes
V1.UC47.0__NODE_16_length_202099_cov_10.3497__43258__nrps__ANTISMASH__11313_54571,3.25377702867,-,-,-,0.0592679600148888,NZ_DS480328,Clostridium sp. L2-50,Firmicutes
V1.UC14.1__NODE_828_length_25519_cov_3.37512__22344__arylpolyene__ANTISMASH__0_22344,1.36508774771,-,-,-,0.684274002857647,NZ_GG739927,Prevotella buccae D17,Bacteroidetes
V1.UC17.2__NODE_1842_length_15697_cov_9.85967__15697__arylpolyene__ANTISMASH__0_15697,2.6484958871,-,-,-,0.356672031948739,NZ_NFIO01000005,Alistipes sp. An31A,Bacteroidetes
O2.UC31.0__NODE_85_length_78248_cov_21.195__39430__arylpolyene__ANTISMASH__0_39430,2.98834658435,-,-,-,0.23881588778877,N/A,N/A,Unassigned
V1.UC28.0__NODE_1054_length_22579_cov_3.83897__22579__nrps__ANTISMASH__0_22579,1.70681096001,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC37.0__NODE_216_length_53907_cov_3.17355__34815__nrps__ANTISMASH__19092_53907,2.22383534535,-,-,-,0.0139250616788644,N/A,N/A,Unassigned
V1.UC15.3__NODE_360_length_67186_cov_4.38185__40485__other__ANTISMASH__26701_67186,2.54284056335,-,-,-,0.0237001673221264,N/A,N/A,Unassigned
O2.UC51.2__NODE_114_length_111215_cov_3.66874__20840__terpene__ANTISMASH__27469_48309,2.06547997336,-,-,-,0.563922257375829,NZ_JH594596,Odoribacter laneus YIT 12061,Bacteroidetes
V1.UC50.1__NODE_3327_length_11959_cov_2.03721__11959__other__ANTISMASH__0_11959,1.73793497711,-,-,-,0.411300459413516,NZ_LT962687,Anaerotruncus sp. AT3,Firmicutes
O2.UC29.2__NODE_5070_length_5115_cov_1.31028__5115__terpene__ANTISMASH__0_5115,2.04332738007,-,-,-,0.356672031948739,N/A,N/A,Unassigned
O2.UC47.2__NODE_1778_length_13257_cov_1.24443__13257__nrps__ANTISMASH__0_13257,1.76173806318,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC37.2__NODE_478_length_48618_cov_7.47911__38852__nrps__ANTISMASH__9766_48618,2.24759825475,-,-,-,0.14353222089636,N/A,N/A,Unassigned
O2.UC12.2__NODE_3731_length_8016_cov_4.07793__8016__lantipeptide__ANTISMASH__0_8016,2.00170804943,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.CD35.1__NODE_3185_length_6846_cov_4.30231__6846__siderophore__ANTISMASH__0_6846,3.23261399137,-,-,-,0.0567391717805074,NZ_LSUP01000001,Escherichia coli,Proteobacteria
V1.CD6.4__NODE_39_length_113973_cov_7.37798__35319__nrps__ANTISMASH__0_35319,2.28484701428,-,-,-,0.0139250616788644,N/A,N/A,Unassigned
V1.CD6.4__NODE_137_length_69334_cov_7.13365__39356__nrps__ANTISMASH__29978_69334,3.21969260662,UC,2.74003157109,0.00890835451328,0.00890835451327896,N/A,N/A,Unassigned
O2.UC40.2__NODE_155_length_71854_cov_8.45455__47506__arylpolyene__ANTISMASH__9766_57272,3.391522405,-,-,-,0.349869481303136,NZ_KQ968695,Bacteroides intestinalis,Bacteroidetes
V1.CD17.0__NODE_62_length_110305_cov_3.89438__45281__nrps__ANTISMASH__65024_110305,3.16055144313,-,-,-,0.399443837673723,N/A,N/A,Unassigned
V1.UC45.0__NODE_4099_length_6043_cov_1.1842__6043__arylpolyene__ANTISMASH__0_6043,4.09269568107,-,-,-,0.445243618301687,N/A,N/A,Unassigned
V1.UC55.0__NODE_676_length_51375_cov_6.44388__23606__lantipeptide__ANTISMASH__27769_51375,2.61115081912,-,-,-,0.37555436213048,N/A,N/A,Unassigned
O2.UC14.2__NODE_3176_length_8811_cov_1.51188__8811__nrps__ANTISMASH__0_8811,2.0352860733,-,-,-,0.14353222089636,N/A,N/A,Unassigned
V1.UC23.0__NODE_496_length_29014_cov_4.51221__26736__nrps__ANTISMASH__2278_29014,2.58094540818,-,-,-,0.101756692225014,N/A,N/A,Unassigned
V1.UC11.5__NODE_567_length_53443_cov_7.42564__43553__nrps__ANTISMASH__0_43553,2.07628345308,-,-,-,0.0521191261262112,NZ_JNKJ01000037,Blautia schinkii DSM 10518,Firmicutes
V1.CD35.0__NODE_42_length_172857_cov_28.5797__20423__hserlactone__ANTISMASH__94352_114775,2.78084205616,CD,2.6123462923,1.79922895577e-05,1.79922895577125e-05,NZ_JH992936,Veillonella seminalis ACS-216-V-Col6b,Firmicutes
V1.UC33.0__NODE_4808_length_8485_cov_7.31767__8485__lantipeptide__ANTISMASH__0_8485,3.51494266202,-,-,-,0.0218053956345592,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
V1.CD24.0__NODE_2684_length_11411_cov_1.71486__11411__lantipeptide__ANTISMASH__0_11411,3.58768002552,UC,2.75417945366,0.00839789515492,0.00839789515491947,N/A,N/A,Unassigned
O2.UC12.2__NODE_4001_length_7634_cov_4.83362__7634__bacteriocin__ANTISMASH__0_7634,2.36224136034,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC32.0__NODE_504_length_53181_cov_4.4757__12856__lantipeptide__ANTISMASH__40325_53181,3.05528395295,UC,2.67114764825,0.00273737581776,0.00273737581775887,N/A,N/A,Unassigned
O2.UC40.2__NODE_1120_length_21276_cov_8.2432__21276__lantipeptide__ANTISMASH__0_21276,3.78686432589,UC,3.44805115898,2.06793015077e-05,2.06793015077191e-05,N/A,N/A,Unassigned
V1.CD22.0__NODE_232_length_80780_cov_3.31199__80780__transatpks-otherks-nrps__ANTISMASH__0_80780,0,-,-,-,NaN,NZ_UETD01000006,Ruminococcus flavefaciens,Firmicutes
V1.UC47.0__NODE_2830_length_12027_cov_2.40812__12027__lantipeptide__ANTISMASH__0_12027,2.12853953697,-,-,-,0.968751594353593,N/A,N/A,Unassigned
V1.UC62.0__NODE_5019_length_8060_cov_2.68332__8060__other__ANTISMASH__0_8060,3.07325414337,-,-,-,0.0529608408676943,NZ_JNWB01000030,Bifidobacterium longum subsp. infantis EK3,Actinobacteria
O2.UC29.0__NODE_2343_length_9247_cov_1.76425__9247__nrps__ANTISMASH__0_9247,2.83429031483,-,-,-,0.0673330290671222,N/A,N/A,Unassigned
O2.UC31.0__NODE_2503_length_10438_cov_1.53588__10438__terpene__ANTISMASH__0_10438,2.44160132855,-,-,-,0.435386361868479,N/A,N/A,Unassigned
V1.UC23.1__NODE_3910_length_6217_cov_1.33544__6217__other__ANTISMASH__0_6217,2.27324341985,-,-,-,0.0592679600148888,NZ_JRFU01000203,Eubacterium ramulus,Firmicutes
V1.CD34.0__NODE_411_length_48363_cov_4.8001__34296__nrps__ANTISMASH__14067_48363,2.08052520703,-,-,-,0.184806511102482,N/A,N/A,Unassigned
O2.UC12.2__NODE_8_length_154187_cov_12.1315__22916__arylpolyene__ANTISMASH__131271_154187,2.81985389284,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC52.0__NODE_409_length_40899_cov_3.60374__40899__arylpolyene__ANTISMASH__0_40899,1.56330294958,-,-,-,0.23881588778877,N/A,N/A,Unassigned
V1.CD25.4__NODE_5477_length_6837_cov_2.69906__6837__arylpolyene__ANTISMASH__0_6837,2.32174869451,-,-,-,0.0188192675430137,NZ_GG692711,Collinsella intestinalis DSM 13280,Actinobacteria
O2.UC55.0__NODE_955_length_27786_cov_1.69338__20690__lassopeptide__ANTISMASH__7096_27786,2.11221837241,-,-,-,0.272751657075252,N/A,N/A,Unassigned
V1.UC15.3__NODE_19_length_273162_cov_10.228__33767__nrps__ANTISMASH__239395_273162,2.6312681274,-,-,-,0.0984151067375474,N/A,N/A,Unassigned
O2.UC17.2__NODE_299_length_39639_cov_2.85482__27514__lantipeptide__ANTISMASH__12125_39639,2.41722545209,-,-,-,0.0592679600148888,N/A,N/A,Unassigned
O2.UC50.0__NODE_370_length_42943_cov_3.22405__42527__arylpolyene__ANTISMASH__416_42943,3.53158508823,CD,3.04516579738,0.000384475213421,0.000384475213421279,NZ_PJKJ01000008,Akkermansia muciniphila,Verrucomicrobia
O2.UC2.2__NODE_947_length_27174_cov_4.78152__15999__lantipeptide__ANTISMASH__0_15999,2.51858251657,-,-,-,0.198942357517519,NZ_JSDZ01000009,Bifidobacterium bifidum,Actinobacteria
V1.CD19.0__NODE_1169_length_27435_cov_7.45679__27435__lantipeptide__ANTISMASH__0_27435,2.91045594786,-,-,-,0.688711908724154,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
O2.UC47.2__NODE_422_length_37726_cov_2.03738__21205__sactipeptide__ANTISMASH__0_21205,1.49089687504,-,-,-,0.563922257375829,NZ_MPDJ01000002,Eisenbergiella tayi,Firmicutes
O2.UC58.2__NODE_2127_length_12752_cov_2.42742__12752__other__ANTISMASH__0_12752,2.33607878755,-,-,-,0.0592679600148888,N/A,N/A,Unassigned
O2.UC12.2__NODE_891_length_24178_cov_3.51727__17438__terpene__ANTISMASH__6740_24178,2.11957926735,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC47.0__NODE_1095_length_23891_cov_5.40905__23891__resorcinol__ANTISMASH__0_23891,3.38238558738,-,-,-,0.377733735006184,NZ_GG775007,Parabacteroides sp. 20_3,Bacteroidetes
O2.UC47.2__NODE_349_length_42530_cov_2.21756__33169__nrps__ANTISMASH__9361_42530,1.57917945309,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC3.2__NODE_848_length_6558_cov_1.85099__6244__bacteriocin__ANTISMASH__314_6558,3.08227751086,-,-,-,0.495704415670956,NZ_JUVN01000095,Streptococcus salivarius,Firmicutes
O2.UC56.2__NODE_1056_length_19787_cov_3.47466__19787__resorcinol__ANTISMASH__0_19787,4.10861317367,-,-,-,0.771342492376965,NZ_JNHP01000116,Parabacteroides distasonis str. 3999B T(B) 4,Bacteroidetes
O2.UC34.2__NODE_770_length_21387_cov_3.47295__21387__bacteriocin__ANTISMASH__0_21387,2.96206524826,-,-,-,0.504001018369161,NZ_NXMB01000001,Streptococcus salivarius,Firmicutes
V1.UC11.5__NODE_2368_length_16905_cov_2.5416__16905__lantipeptide__ANTISMASH__0_16905,1.10594332132,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC61.0__NODE_459_length_41744_cov_4.85281__24015__nrps__ANTISMASH__17729_41744,3.05977167706,-,-,-,0.0458210191913595,NZ_CYYE01000002,Coprococcus eutactus,Firmicutes
O2.UC14.2__NODE_24_length_152881_cov_6.55331__47443__nrps__ANTISMASH__63454_110897,3.11960644644,-,-,-,0.23881588778877,N/A,N/A,Unassigned
V1.CD19.0__NODE_630_length_39856_cov_29.4238__36334__nrps__ANTISMASH__0_36334,0,-,-,-,NaN,NZ_NFJG01000011,Bacteroides sp. An269,Bacteroidetes
O2.UC57.0__NODE_1502_length_15476_cov_1.38175__15476__other__ANTISMASH__0_15476,1.50396996226,-,-,-,0.684274002857647,N/A,N/A,Unassigned
O2.UC48.0__NODE_650_length_42228_cov_15.761__37159__lantipeptide__ANTISMASH__5069_42228,3.08008260916,-,-,-,0.0997602817670247,N/A,N/A,Unassigned
O2.UC1.2__NODE_2949_length_11191_cov_1.91146__11191__arylpolyene__ANTISMASH__0_11191,1.9045208809,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC49.0__NODE_1033_length_25195_cov_17.5059__21691__arylpolyene__ANTISMASH__3504_25195,2.85567733658,-,-,-,0.23881588778877,N/A,N/A,Unassigned
V1.UC62.0__NODE_4713_length_8599_cov_1.84925__8599__nrps__ANTISMASH__0_8599,3.11221484058,-,-,-,0.240921195058259,N/A,N/A,Unassigned
O2.UC57.0__NODE_566_length_28725_cov_2.29229__11458__terpene__ANTISMASH__17267_28725,2.73430672648,-,-,-,0.265359188597858,N/A,N/A,Unassigned
V1.CD16.0__NODE_1594_length_15730_cov_1.96606__15730__lantipeptide__ANTISMASH__0_15730,2.46551794868,-,-,-,0.0673330290671222,N/A,N/A,Unassigned
O2.UC50.0__NODE_513_length_35883_cov_2.51546__26863__terpene__ANTISMASH__9020_35883,3.43086092351,CD,2.96640831526,0.000384475213421,0.000384475213421279,NZ_PJKI01000023,Akkermansia muciniphila,Verrucomicrobia
O2.UC18.2__NODE_2919_length_11006_cov_12.9587__7200__bacteriocin__ANTISMASH__3806_11006,2.75454288996,-,-,-,0.23881588778877,N/A,N/A,Unassigned
V1.UC49.1__NODE_3578_length_11276_cov_2.48472__11276__nrps__ANTISMASH__0_11276,1.27853226791,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC34.0__NODE_3494_length_8370_cov_16.6615__8370__resorcinol__ANTISMASH__0_8370,3.3268134929,-,-,-,0.177880510245042,NZ_FOBA01000017,Bacteroides vulgatus,Bacteroidetes
V1.CD38.0__NODE_1226_length_27215_cov_2.83391__12407__bacteriocin__ANTISMASH__14808_27215,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC55.0__NODE_6397_length_7599_cov_2.36072__7599__nrps__ANTISMASH__0_7599,1.44101302439,-,-,-,0.209945414619177,N/A,N/A,Unassigned
V1.UC15.3__NODE_2049_length_15754_cov_4.26721__15754__lantipeptide__ANTISMASH__0_15754,1.34926597908,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.CD38.0__NODE_6830_length_6184_cov_4.7998__6184__nrps__ANTISMASH__0_6184,3.4526500335,-,-,-,0.0269819803268553,N/A,N/A,Unassigned
V1.CD27.0__NODE_21_length_139061_cov_4.78161__23965__lantipeptide__ANTISMASH__97827_121792,1.92011018782,-,-,-,0.692824434952629,NZ_PYLQ01000020,Lachnoclostridium sp. SNUG30099,Firmicutes
V1.CD16.0__NODE_557_length_31808_cov_11.52__21389__lantipeptide__ANTISMASH__10419_31808,3.85135696385,-,-,-,0.737716923322011,N/A,N/A,Unassigned
V1.UC2.4__NODE_4141_length_5995_cov_2.60758__5995__other__ANTISMASH__0_5995,3.88902217811,-,-,-,0.0607759661879825,NZ_CZAW01000013,Blautia wexlerae,Firmicutes
V1.UC31.4__NODE_299_length_67655_cov_5.5245__31052__nrps__ANTISMASH__0_31052,2.07462983118,-,-,-,0.184806511102482,N/A,N/A,Unassigned
V1.CD19.0__NODE_73_length_103687_cov_59.8611__41227__arylpolyene__ANTISMASH__31813_73040,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC31.4__NODE_295_length_68091_cov_23.1594__6231__bacteriocin__ANTISMASH__61860_68091,2.91438198017,-,-,-,0.203094805681124,NZ_NMTZ01000027,Faecalibacterium prausnitzii,Firmicutes
O2.UC50.2__NODE_123_length_68678_cov_14.6347__22021__resorcinol__ANTISMASH__46657_68678,2.44798400545,-,-,-,0.718913189412112,NZ_NFKD01000005,Bacteroides sp. An19,Bacteroidetes
V1.UC15.3__NODE_28_length_245338_cov_5.74642__41143__resorcinol__ANTISMASH__115129_156272,2.80755888777,-,-,-,0.563922257375829,NZ_CZAI01000009,Bacteroides caccae,Bacteroidetes
O2.UC11.2__NODE_111_length_70129_cov_5.88023__44426__nrps__ANTISMASH__16483_60909,2.04315333194,-,-,-,0.184806511102482,N/A,N/A,Unassigned
V1.CD15.3__NODE_865_length_37700_cov_53.5456__12882__terpene__ANTISMASH__24818_37700,3.2853085663,-,-,-,0.316470469564731,N/A,N/A,Unassigned
V1.CD6.4__NODE_2152_length_14223_cov_2.34294__14223__nrps__ANTISMASH__0_14223,3.07482785575,-,-,-,0.233170897736506,N/A,N/A,Unassigned
V1.UC37.0__NODE_14_length_192823_cov_9.74817__10492__microcin__ANTISMASH__182331_192823,3.00966473231,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC49.1__NODE_4270_length_9298_cov_1.66483__9298__arylpolyene__ANTISMASH__0_9298,1.13317481298,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC47.0__NODE_5074_length_7317_cov_2.02837__7317__nrps__ANTISMASH__0_7317,1.26869627087,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.CD20.4__NODE_4174_length_8926_cov_2.65111__8926__resorcinol__ANTISMASH__0_8926,2.48505084129,-,-,-,0.537758938157926,NZ_NFKD01000005,Bacteroides sp. An19,Bacteroidetes
V1.CD30.0__NODE_6593_length_5371_cov_1.32731__5371__nrps__ANTISMASH__0_5371,3.41107585527,-,-,-,0.020705873956765,N/A,N/A,Unassigned
V1.CD27.0__NODE_1305_length_17284_cov_17.8576__12888__lantipeptide__ANTISMASH__4396_17284,3.10221444963,CD,2.48372928941,0.00475581886568,0.00475581886568278,N/A,N/A,Unassigned
V1.CD21.4__NODE_3925_length_5903_cov_1.72948__5903__nrps__ANTISMASH__0_5903,2.29105416428,-,-,-,0.0128587504765802,N/A,N/A,Unassigned
V1.CD10.0__NODE_453_length_17115_cov_2.32239__17115__siderophore__ANTISMASH__0_17115,3.10332404901,CD,2.76783342313,0.000576052399673,0.000576052399673074,NZ_PSNQ01000016,Escherichia coli,Proteobacteria
V1.UC15.3__NODE_2307_length_14119_cov_2.78363__14119__bacteriocin__ANTISMASH__0_14119,2.9475588023,-,-,-,0.503474768561334,NZ_FDNK01000010,Streptococcus pneumoniae,Firmicutes
O2.UC26.2__NODE_457_length_41536_cov_13.8698__16929__lantipeptide__ANTISMASH__0_16929,2.32583357443,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC48.0__NODE_452_length_52635_cov_2.66679__48690__nrps__ANTISMASH__0_48690,3.18884317296,UC,2.55784987559,0.00960108788451,0.00960108788450669,N/A,N/A,Unassigned
V1.CD17.4__NODE_209_length_72120_cov_131.125__41140__resorcinol__ANTISMASH__24316_65456,3.87746804923,-,-,-,0.0668994909364253,NZ_KE159479,Bacteroides vulgatus dnLKV7,Bacteroidetes
